Id,SongKey,song,songwriters,lead_vocals,year,cover,Era,first_release_date,max_key,mode,avg_danceability,avg_energy,avg_loudness,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,avg_duration_ms,avg_time_signature,Song_y,lyrics,avg_popularity,core_catalogue_releases,Canonical_album,first_vocalist,Paul_Song,John_Song,George_Song,Ringo_Song,popularity,BB_name,BB_artist,BB_debut_date,BB_peak_position,BB_peak_date,BB_weeks_on_chart,RollingStonePosition,RobSegment,LauraSegment,EmilySegment,OliviaSegment,BrianSegment,JackieSegment,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Pipeline_sentiment_label,Pipeline_sentiment_score,FinetunedSentiment,distilbertsentiment,text-davinci-003,gpt-4,GPT-4_valence_score,GPT4_summary
151,rain,Rain,Lennon McCartney,Lennon,1966,0,Experimental,1966-06-11,7.0,1.0,0.2455,0.6799999999999999,-6.547499999999999,0.0354,0.009476725,0.658,0.386425,0.6367499999999999,113.64,177520.0,4.0,Rain,"If the rain comes they run and hide their heads. They might as well be dead. If the rain comes, if the rain comes. When the sun shines they slip into the shade (When the sun shines down.) And drink their lemonade. (When the sun shines down.) When the sun shines, when the sun shines. Rain, I don't mind. Shine, the weather's fine. I can show you that when it starts to rain, (When the sun shines down.) Everything's the same. (When the sun shines down.) I can show you, I can show you. Rain, I don't mind. Shine, the weather's fine. Can you hear me, that when it rains and shines, (When the sun shines down.) It's just a state of mind? (When the sun shines down.) Can you hear me, can you hear me? If the rain comes they run and hide their heads. sdaeh rieht edih dna nur yeht semoc niar eht fI. ",39.8,Past Masters (B-side of Paperback Writer),,Lennon,0,1,0,0,40,Rain,The Beatles,1966-06-11,23,1966-07-09,7,469.0,3,3,3,3,3,4.0,0.051,0.913,0.036,-0.5204,0.12463640421628952,0.6110654473304749,0.2642981708049774,POSITIVE,0.969867467880249,Positive,1,"The song is about how people react differently to rain and sunshine, but ultimately it is just a state of mind. In the rain, people run and hide, while in the sun they enjoy lemonade. Despite the weather, the singer insists that they don't mind either rain or shine.","0.50, The lyrics describe individuals who react dramatically to changes in the weather. These people seek refuge during rain, act lethargic in the sunshine, and exhibit fear or unease towards environmental changes. The speaker, however, expresses indifference to these weather changes stating that sunshine or rain, it's just a state of mind - implying that one's outlook or attitude is more important than external circumstances.",0.5,"The lyrics describe individuals who react dramatically to changes in the weather. These people seek refuge during rain, act lethargic in the sunshine, and exhibit fear or unease towards environmental changes. The speaker, however, expresses indifference to these weather changes stating that sunshine or rain, it's just a state of mind - implying that one's outlook or attitude is more important than external circumstances."
152,revolution,Revolution,Lennon McCartney,Lennon,1968,0,Experimental,1968-09-14,11.0,1.0,0.673,0.719,-10.579666666666666,0.0577,0.43133333333333335,0.28382576666666665,0.36033333333333334,0.676,122.56299999999999,195969.0,4.0,Revolution,You say you want a revolution Well you know We all want to change the world You tell me that it's evolution Well you know We all want to change the world But when you talk about destruction Don't you know you can count me out Don't you know it's gonna be alright? Alright? Alright?  You say you got a real solution Well you know We'd all love to see the plan You ask me for a contribution Well you know We're doing what we can But when you want money for people with minds that hate All I can tell you is brother you have to wait Don't you know it's gonna be alright? Alright? Alright?  You say you'll change the constitution Well you know We all want to change your head You tell me it's the institution Well you know You better free your mind instead But if you go carrying pictures of Chairman Mao You ain't going to make it with anyone anyhow Don't you know know it's gonna be alright? Alright? Alright?  Alright! (repeat till fade) ,38.5,Past Masters (B-side of Hey Jude),,Lennon,0,1,0,0,38,Revolution,The Beatles,1968-09-14,12,1968-09-21,11,,3,3,4,3,3,3.0,0.045,0.67,0.285,0.9919,0.305571585893631,0.5469438433647156,0.14748455584049225,NEGATIVE,0.7287231683731079,Positive,0,"The singer is telling the listener that revolution and evolution are necessary to change the world, but destruction and relying on money to solve problems won't help. They suggest changing the constitution and freeing one's mind instead. They also warn that if one carries pictures of Chairman Mao, they won't make it with anyone. The singer then repeats the phrase ""alright, alright, alright"" to emphasize their point.","0.5, The lyrics express the singer's desire for change and revolution, but not if it involves destruction or incites hatred. It encourages realistic and peaceful methods for change, like developing a well-thought plan or freeing one's mind. It also discourages the idolizing of controversial figures such as Chairman Mao, suggesting it won't lead to acceptance by others. Despite the challenges, the lyrics consistently assure that everything is going to be alright.",0.5,"The lyrics express the singer's desire for change and revolution, but not if it involves destruction or incites hatred. It encourages realistic and peaceful methods for change, like developing a well-thought plan or freeing one's mind. It also discourages the idolizing of controversial figures such as Chairman Mao, suggesting it won't lead to acceptance by others. Despite the challenges, the lyrics consistently assure that everything is going to be alright."
155,rockandrollmusic,Rock and Roll Music,Chuck Berry †,Lennon,1964,1,Beatlemania,1964-12-04,9.0,1.0,0.48050000000000004,0.847,-8.362,0.0427,0.602,0.0,0.2765,0.964,164.3025,136700.0,4.0,Rock and roll music,"Just let me hear some of that rock and roll music Any old way you choose it It's got a back beat, you can't lose it, Any old time you use it It's gotta be rock roll music If you wanna dance with me If you wanna dance with me  I've got no kick against modern jazz Unless they try to play it too darn fast And change the beauty of the melody Until they sound just like a symphony  That's why I go for that that rock and roll music Any old way you choose it It's got a back beat, you can't lost it, Any old time you use it It's gotta be rock roll music If you wanna dance with me If you wanna dance with me  I took my loved one over â€˜cross the tracks So she can hear my man a'wail a sax I must admit they have a rockin' band Man, they were goin' like a hurricane  That's why I go for that that rock and roll music Any old way you choose it It's got a back beat, you can't lost it, Any old time you use it It's gotta be rock roll music If you wanna dance with me If you wanna dance with me  Way down South they gave a jubilee The jokey folks they had a jamboree They're drinkin' home brew from a water cup The folks dancin' got all shook up  And started playin' that that rock and roll music Any old way you choose it It's got a back beat, you can't lost it, Any old time you use it It's gotta be rock roll music If you wanna dance with me If you wanna dance with me  Don't care to hear â€˜em play a tango I'm in the mood to gear a mambo It's way to early for a congo So keep a rockin' that piano So I can gear some of that  Rock and roll music Any old way you choose it It's got a back beat, you can't lost it, Any old time you use it It's gotta be rock roll music If you wanna dance with me If you wanna dance with me ",35.0,Beatles for Sale,Beatles for Sale,Lennon,0,1,0,0,35,,,,,,,,3,1,3,3,3,3.0,0.017,0.898,0.085,0.9693,0.06500262022018433,0.6228547096252441,0.3121426999568939,NEGATIVE,0.9706133008003235,Positive,0,"This song is about the joys of listening to and dancing to rock and roll music. It talks about how rock and roll music is the best for dancing, and how it is different from modern jazz and symphonies. The singer also talks about going to jubilees and jamborees to hear rock and roll music, and how it gets people all shook up and playing the piano. The chorus is a call to dance with the singer and listen to rock and roll music.","0.90, These lyrics express the singer's deep appreciation for rock and roll music, highlighting its strong, irresistible backbeat. The singer doesn't care for modern jazz played too fast or any other genres not maintaining the same tempo as rock and roll, stating a preference for the latter for dancing. The lyrics also reveal a playful storytelling element, with events like a jubilee in the South and a lover taken over the tracks. Ultimately, the prime element is the singer's consistent return and commitment to rocking and rolling.",0.9,"These lyrics express the singer's deep appreciation for rock and roll music, highlighting its strong, irresistible backbeat. The singer doesn't care for modern jazz played too fast or any other genres not maintaining the same tempo as rock and roll, stating a preference for the latter for dancing. The lyrics also reveal a playful storytelling element, with events like a jubilee in the South and a lover taken over the tracks. Ultimately, the prime element is the singer's consistent return and commitment to rocking and rolling."
156,rockyraccoon,Rocky Raccoon,Lennon McCartney,McCartney,1968,0,Experimental,1968-11-22,7.0,1.0,0.5700000000000001,0.346,-10.99675,0.039775,0.50975,0.0,0.311,0.56375,80.39824999999999,221893.5,4.0,Rocky raccoon,"Now somewhere in the black mountain hills of Dakota There lived a young boy named Rocky Raccoon And one day his woman ran off with another guy Hit young Rocky in the eye Rocky didn't like that He said I'm gonna get that boy So one day he walked into town Booked himself a room in the local saloon.  Rocky Raccoon checked into his room Only to find Gideon's bible Rocky had come equipped with a gun To shoot off the legs of his rival His rival it seems had broken his dreams By stealing the girl of his fancy. Her name was Magil and she called herself Lil But everyone knew her as Nancy. Now she and her man who called himself Dan Were in the next room at the hoe down Rocky burst in and grinning a grin He said Danny boy this is a showdown But Daniel was hot-he drew first and shot And Rocky collapsed in the corner.  Now the doctor came in stinking of gin And proceeded to lie on the table He said Rocky you met your match And Rocky said, Doc it's only a scratch And I'll be better I'll be better doc as soon as I am able.  Now Rocky Raccoon he fell back in his room Only to find Gideon's bible Gideon checked out and he left it no doubt To help with good Rocky's revival. ",37.4,The Beatles (White Album),The Beatles,McCartney,1,0,0,0,37,,,,,,,,4,3,5,4,3,3.0,0.087,0.819,0.094,0.6903,0.21754606068134308,0.6478321552276611,0.13462179899215698,NEGATIVE,0.9987686276435852,Negative,0,"Rocky Raccoon's love interest, Nancy, runs off with another man named Dan. Rocky is determined to get revenge and goes to the saloon to confront Dan. Dan draws his gun first and shoots Rocky, who collapses in the corner. A doctor comes in and declares it is only a scratch, but Rocky needs to be revived. Rocky finds Gideon's bible in his room and is able to recover.","-0.50, The lyrics tell the story of a young man named Rocky Raccoon, who lives in the Black Mountain Hills of Dakota. After his love interest, known as Nancy, runs off with another man named Dan, Rocky decides to confront and potentially harm Dan in revenge. Upon finding Dan and Nancy at the local saloon, there's a showdown where Dan shoots Rocky. When a doctor arrives on the scene, Rocky downplays his injury. Afterwards, Rocky is left in his room with a Gideon's bible, hinting at his potential redemption or recovery.",-0.5,"The lyrics tell the story of a young man named Rocky Raccoon, who lives in the Black Mountain Hills of Dakota. After his love interest, known as Nancy, runs off with another man named Dan, Rocky decides to confront and potentially harm Dan in revenge. Upon finding Dan and Nancy at the local saloon, there's a showdown where Dan shoots Rocky. When a doctor arrives on the scene, Rocky downplays his injury. Afterwards, Rocky is left in his room with a Gideon's bible, hinting at his potential redemption or recovery."
157,rolloverbeethoven,Roll Over Beethoven,Chuck Berry †,Harrison,1963,1,Beatlemania,1963-11-22,2.0,1.0,0.35225,0.77525,-9.3525,0.052199999999999996,0.38051,6.0024999999999995e-05,0.31379999999999997,0.88825,168.80025,144520.0,3.75,Roll over Beethoven,"Well gonna write a little letter Gonna mail it to my local D.J. It's a rockin' little recordÂ  I want my jockey to play Roll over BeethovenÂ  I gotta hear it again today  You know my temperature's risin' And the jukebox's blowin' a fuse My hearts beatin' rhythmÂ  And my soul keeps singing the blues Roll over BeethovenÂ  And tell Tchaikovsky the news  I got a rockin' pneumonia I need a shot of rhythm and blues I think I got it off the writer Sittin' down by the rhythm review Roll over Beethoven We're rockin' in two by two  Well if you fell you like it Well get your lover and reel and rock it Roll it over and move on up Just jump around and reel and rock it Roll it over Roll over Beethoven A rockin' in two by two , oh  Well early in the mornin' I'm a givin' you the warnin' Don't you step on my blue suede showes Hey little little Gonna play my fiddle Ain't got nothing to lost Roll over Beethoven And tell Tchaikovsky the news  You know she winks like a glow worm Dance like a spinnin' top She got a crazy partner Oughta see â€˜em reel an rock Long as she's got a dime The music will never stop Roll over Beethoven Roll over Beethoven Roll over Beethoven Roll over Beethoven Roll over Beethoven And dig these rhythm and blues ",32.6,With the Beatles,With The Beatles,Harrison,0,0,1,0,33,Roll Over Beethoven,The Beatles,1964-03-21,68,1964-04-04,4,,1,1,3,3,3,3.0,0.01,0.86,0.13,0.9711,0.07401783019304276,0.6283029913902283,0.2976791262626648,NEGATIVE,0.8898521065711975,Positive,0,"The lyrics describe the narrator's desire to hear a rock and roll song again, and how it makes them feel. They encourage the listener to dance and move along with the music, and to not step on their blue suede shoes. They also mention a ""crazy partner"" who will keep the music going as long as they have a dime. The chorus repeats the phrase ""Roll over Beethoven"" and encourages them to tell Tchaikovsky the news of the new rhythm and blues.","0.75, These lyrics are a tribute to the transformative power of rock and roll music. The singer expresses a deep appreciation for this genre, aiming to spread its influence by urging a local DJ to play it repeatedly. There's a sense of rebellion as the lyrics suggest ""rolling over"" classical composers like Beethoven and Tchaikovsky, hinting at the major shift from classical to popular music. The lyrics also depict a vibrant, irresistible dancing scene, which embodies the pulsating rhythm of rock and roll. He uses metaphors like ""rockin' pneumonia"" to convey his obsession with the music, and ""step on my blue suede shoes"" to warn others not to interfere with his musical enjoyment.",0.75,"These lyrics are a tribute to the transformative power of rock and roll music. The singer expresses a deep appreciation for this genre, aiming to spread its influence by urging a local DJ to play it repeatedly. There's a sense of rebellion as the lyrics suggest ""rolling over"" classical composers like Beethoven and Tchaikovsky, hinting at the major shift from classical to popular music. The lyrics also depict a vibrant, irresistible dancing scene, which embodies the pulsating rhythm of rock and roll. He uses metaphors like ""rockin' pneumonia"" to convey his obsession with the music, and ""step on my blue suede shoes"" to warn others not to interfere with his musical enjoyment."
158,runforyourlife,Run for Your Life,Lennon McCartney,Lennon,1965,0,Experimental,1965-12-03,2.0,1.0,0.563,0.705,-9.232,0.103,0.0103,0.0,0.0552,0.822,176.732,141093.0,4.0,Run for your life,"Well I'd rather see you dead, little girl Than to be with another man You better keep your head, little girl Of I won't know where I am  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another manÂ  That's the end'a little girl  Well I know that I'm a wicked guy And I was born with a jealous mind And I can't spend my whole life Trying just to make you toe the line  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another manÂ  That's the end'a little girl  Let this be a sermon I mean everything I've said Baby, I'm determined And I'd rather see you dead  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another man That's the end'a little girl  I'd rather see you dead, little girl Than to be with another man You better keep your head, little girl Of I won't know where I am  You better run for your life if you can, little girl Hide your head in the sand little girl Catch you with another man That's the end'a little girl Na, na, na Na, na, na Na, na, na Na, na, na ",54.0,Rubber Soul,Rubber Soul,Lennon,0,1,0,0,54,,,,,,,,1,3,3,3,3,3.0,0.099,0.806,0.095,-0.2469,0.518850564956665,0.4083949625492096,0.07275445014238358,NEGATIVE,0.9967213273048401,Negative,0,"The narrator expresses their jealousy and possessiveness over a girl, warning her to stay away from other men or they will not know where they are. They threaten to rather see her dead than with another man. The song ends with the narrator repeating their warning to the girl to run for her life if she can.","-0.8, These lyrics express intense jealousy and possessiveness. The singer warns a girl not to be with another man, even stating they'd rather see her dead. In the lyrics, potential consequences are hinted at if the girl is found with someone else, such as the girl needing to hide or run away. The singer acknowledges their own wickedness and possessive mindset, and insists they are serious. The repeated phrase ""that's the end'a little girl"" suggests an ominous ending if the girl does not comply with the singer's demands.",-0.8,"These lyrics express intense jealousy and possessiveness. The singer warns a girl not to be with another man, even stating they'd rather see her dead. In the lyrics, potential consequences are hinted at if the girl is found with someone else, such as the girl needing to hide or run away. The singer acknowledges their own wickedness and possessive mindset, and insists they are serious. The repeated phrase ""that's the end'a little girl"" suggests an ominous ending if the girl does not comply with the singer's demands."
159,savoytruffle,Savoy Truffle,Harrison,Harrison,1968,0,Experimental,1968-11-22,11.0,1.0,0.658,0.5873333333333334,-9.263666666666667,0.051666666666666666,0.061173333333333337,0.3818733333333333,0.08526666666666667,0.8636666666666667,121.04,175293.33333333334,3.6666666666666665,Savoy truffle,"Creme tangerine and montelimat A ginger sling with a pineapple heart A coffee dessert--yes you know it's good news But you'll have to have them all pulled out After the Savoy truffle.  Cool cherry cream and a nice apple tart I feel your taste all the time we're apart Coconut fudge--really blows down those blues But you'll have to have them all pulled out After the Savoy truffle.  You might not feel it nowÂ  But when the pain cuts through You're going to know and howÂ  The sweat is going to fill your head When it becomes too much You're going to shout aloud #NAME?  You know that what you eat you are, But what is sweet now, turns so sour-- We all know Obla-Di-Bla-Da But can you show me, where you are?..  Creme tangerine and montelimat A ginger sling with a pineapple heart A coffee dessert--yes you know its good news But you'll have to have them all pulled out After the Savoy Truffle ",36.333333333333336,The Beatles (White Album),The Beatles,Harrison,0,0,1,0,36,,,,,,,,1,3,1,3,3,3.0,0.042,0.862,0.097,0.8611,0.12982027232646942,0.47684013843536377,0.3933395445346832,NEGATIVE,0.980937659740448,Positive,0,"The song is about the narrator enjoying a variety of desserts, such as creme tangerine, montelimat, ginger sling, pineapple heart, coffee dessert, cool cherry cream, apple tart, coconut fudge, and Savoy truffle. However, the narrator realizes that no matter how sweet the desserts are, they will eventually turn sour. The narrator then questions the listener to show them where they are. In the end, the narrator remarks that they will have to have all the desserts pulled out after the Savoy truffle.","0.50, The lyrics depict a range of sweet and indulgent foods, echoing the theme of indulgence. However, there's a caution that overly indulging leads to consequences, particularly, painful dental issues (having them all pulled out). There are also reflections on the transient nature of pleasure, with the saying 'what is sweet now, turns so sour'. The song wraps up inductive reasoning, essentially ""you are what you eat,"" and concludes with a cryptic reference to an Obla-Di-Bla-Da, perhaps used to maintain an element of mystery.",0.5,"The lyrics depict a range of sweet and indulgent foods, echoing the theme of indulgence. However, there's a caution that overly indulging leads to consequences, particularly, painful dental issues (having them all pulled out). There are also reflections on the transient nature of pleasure, with the saying 'what is sweet now, turns so sour'. The song wraps up inductive reasoning, essentially ""you are what you eat,"" and concludes with a cryptic reference to an Obla-Di-Bla-Da, perhaps used to maintain an element of mystery."
160,sexysadie,Sexy Sadie,Lennon McCartney,Lennon,1968,0,Experimental,1968-11-22,7.0,1.0,0.51075,0.42575,-10.67475,0.04135,0.55275,0.0018379874999999999,0.19525,0.5075000000000001,125.79875,181370.0,4.0,Sexy Sadie,Sexy Sadie what have you done You made a fool of everyone You made a fool of everyone Sexy Sadie ooh what have you done.  Sexy Sadie you broke the rules You layed it down for all to see You layed it down for all to see Sexy Sadie oooh you broke the rules.  One sunny day the world was waiting for a lover She came along to turn on everyoneÂ  Sexy Sadie the greatest of them all.  Sexy Sadie how did you know The world was waiting just for you The world was waiting just for you Sexy Sadie oooh how did you know.  Sexy Sadie you'll get yours yet However big you think you are However big you think you are Sexy Sadie oooh you'll get yours yet.  We gave her everything we owned just to sit at her table Just a smile would lighten everything Sexy Sadie she's the latest and the greatest of them all.  She made a fool of everyone Sexy Sadie.  However big you think you are ,34.8,The Beatles (White Album),The Beatles,Lennon,0,1,0,0,35,,,,,,,,4,4,1,5,5,4.0,0.066,0.68,0.254,0.9915,0.27645131945610046,0.47804439067840576,0.2455042153596878,POSITIVE,0.9975934624671936,Positive,0,"Sexy Sadie is a woman who has broken the rules and made a fool of everyone. Everyone is in awe of her and has given her everything they own just to be able to sit at her table. Despite her power, Sexy Sadie will eventually get what she deserves.","0.25, The lyrics speak about a woman named Sexy Sadie who managed to fool everyone. She broke the rules and made them open for all to observe. The world was seemingly waiting for her, and she managed to influence everyone. There is a hint of future retribution as the lyrics suggest she will face consequences despite her inflated ego. Near the end, it's revealed that everything was given just to gain her favor, indicating her power and allure. The repeated reference to making a fool of everyone hints at deception or cunning behavior.",0.25,"The lyrics speak about a woman named Sexy Sadie who managed to fool everyone. She broke the rules and made them open for all to observe. The world was seemingly waiting for her, and she managed to influence everyone. There is a hint of future retribution as the lyrics suggest she will face consequences despite her inflated ego. Near the end, it's revealed that everything was given just to gain her favor, indicating her power and allure. The repeated reference to making a fool of everyone hints at deception or cunning behavior."
161,sgtpepperslonelyheartsclubband,Sgt. Pepper's Lonely Hearts Club Band,Lennon McCartney,McCartney,1967,0,Experimental,1967-05-26,7.0,1.0,0.49666666666666665,0.765,-8.111444444444444,0.12066666666666667,0.20285555555555557,0.1215882,0.7322555555555555,0.547,108.82222222222222,128582.11111111111,4.0,Sgt. Pepper's Lonely Hearts Club Band,"It was twenty years ago today, Sgt. Pepper taught the band to play They've been going in and out of style But they're guaranteed to raise a smile. So may I introduce to you The act you've known for all these years, Sgt. Pepper's Lonely Hearts Club Band.  We're Sgt. Pepper's Lonely Hearts Club Band, We hope you will enjoy the show, We're Sgt. Pepper's Lonely Hearts Club Band, Sit back and let the evening go. Sgt. Pepper's lonely, Sgt. Pepper's lonely, Sgt. Pepper's Lonely Hearts Club Band. It's wonderful to be here, It's certainly a thrill. You're such a lovely audience, We'd like to take you home with us, We'd love to take you home.  I don't really want to stop the show, But I thought that you might like to know, That the singer's going to sing a song, And he wants you all to sing along. So let me introduce to you The one and only Billy Shears And Sgt. Pepper's Lonely Hearts Club Band. ",39.5,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Peppers Lonely Hearts Club Band,McCartney,1,0,0,0,40,,,,,,,,4,3,3,3,3,3.0,0.131,0.67,0.199,0.9545,0.0032364525832235813,0.04135230556130409,0.9554111957550049,POSITIVE,0.9998594522476196,Positive,1,"This song celebrates the twentieth anniversary of Sgt. Pepper's Lonely Hearts Club Band. It encourages the audience to enjoy the show and sing along with the singer, Billy Shears. The song expresses the band's hope that the audience will take home the memory of the show.","0.85, The lyrics reflect a nostalgic reminiscence about a band named ""Sgt. Pepper's Lonely Hearts Club Band"" that witnessed fluctuating popularity over the past two decades, but always managed to bring joy to their audience. They are preparing to perform a show, expressing their thrill at performing for an incredibly lovely audience. There's also mention of introducing Billy Shears, another performer, who wishes for audience participation in his song.",0.85,"The lyrics reflect a nostalgic reminiscence about a band named ""Sgt. Pepper's Lonely Hearts Club Band"" that witnessed fluctuating popularity over the past two decades, but always managed to bring joy to their audience. They are preparing to perform a show, expressing their thrill at performing for an incredibly lovely audience. There's also mention of introducing Billy Shears, another performer, who wishes for audience participation in his song."
162,sgtpepperslonelyheartsclubbandreprise,Sgt. Pepper's Lonely Hearts Club Band (Reprise),Lennon McCartney,McCartney Lennon Harrison,1967,0,Experimental,1967-05-26,0.0,1.0,0.671,0.8518000000000001,-7.475399999999999,0.06568,0.10623020000000001,0.11905057999999999,0.32674,0.8086,119.0266,95000.0,4.0,Sgt. Pepper's Lonely Hearts Club Band (reprise),We're Sergeant Pepper's Lonely Hearts Club Band We hope you have enjoyed the show Sergeant Pepper's Lonely Hearts Club Band We're sorry but it's time to go. Sergeant Pepper's lonely. Sergeant Pepper's lonely. Sergeant Pepper's lonely. Sergeant Pepper's lonely. Sergeant Pepper's Lonely Hearts Club Band We'd like to thank you once again Sergeant Pepper's one and only Lonely Hearts Club Band It's getting very near the end Sergeant Pepper's lonely Sergeant Pepper's lonely Sergeant Pepper's Lonely Hearts Club Band. ,30.0,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Peppers Lonely Hearts Club Band,McCartney,1,0,0,0,30,,,,,,,,4,3,5,3,3,3.0,0.315,0.586,0.099,-0.9694,0.04027419537305832,0.24112707376480103,0.7185987830162048,POSITIVE,0.9920044541358948,Positive,1,The song is about Sergeant Pepper's Lonely Hearts Club Band thanking their audience for attending their show and informing them that it is almost time for them to leave. They emphasize their loneliness throughout the song.,"0.5, The lyrics express gratitude from the Sergeant Pepper's Lonely Hearts Club Band for the audience's attendance and enjoyment of their show. It also implies a sense of sadness as the band conveys that the show is nearing its end. The repetition of 'Sergeant Pepper's lonely' underscores a melancholic tone.",0.5,The lyrics express gratitude from the Sergeant Pepper's Lonely Hearts Club Band for the audience's attendance and enjoyment of their show. It also implies a sense of sadness as the band conveys that the show is nearing its end. The repetition of 'Sergeant Pepper's lonely' underscores a melancholic tone.
163,shecameinthroughthebathroomwindow,She Came In Through the Bathroom Window,Lennon McCartney,McCartney,1969,0,Group of Solo Artists,1969-09-26,2.0,1.0,0.5455,0.61075,-10.0715,0.036324999999999996,0.18164,0.00034204250000000004,0.25075000000000003,0.6555,77.947,133480.0,4.0,She came in through the bathroom window,"She came in through the bathroom window Protected by a silver spoon But now she sucks her thumb and wanders By the banks of her own lagoon  Didn't anybody tell her? Didn't anybody see? Sunday's on the phone to Monday, Tuesday's on the phone to me  She said she'd always been a dancer She worked at 15 clubs a day And though she thought I knew the answer Well I knew what I could not say.  And so I quit the police department And got myself a steady job And though she tried her best to help me She could steal but she could not rob  Didn't anybody tell her? Didn't anybody see? Sunday's on the phone to Monday, Tuesday's on the phone to me ",40.0,Abbey Road,Abbey Road,McCartney,1,0,0,0,40,,,,,,,,4,3,4,5,3,3.0,0.055,0.807,0.138,0.9051,0.4771776795387268,0.4566243290901184,0.0661979541182518,NEGATIVE,0.9961135387420654,Negative,0,"A woman is living an unconventional life and the narrator is trying to help her. Despite his best efforts, she is unable to change her ways. Everyone around them notices, but no one speaks up. Sunday is calling Monday while Tuesday is calling the narrator, questioning their choices.","0.20, The lyrics describe a woman of complex character who appears to lead a chaotic life. It narrates her unconventional arrival, her strange habits, and her profession as a prolific dancer. The lyrics also reveal the speaker's decision to leave the police force for a steady job, the relationship with the woman who does her best to assist him, but her flawed character is evident as she can steal but not rob. However, her actions and the challenges seem to go unnoticed by others, symbolized by the days of the week communicating.",0.2,"The lyrics describe a woman of complex character who appears to lead a chaotic life. It narrates her unconventional arrival, her strange habits, and her profession as a prolific dancer. The lyrics also reveal the speaker's decision to leave the police force for a steady job, the relationship with the woman who does her best to assist him, but her flawed character is evident as she can steal but not rob. However, her actions and the challenges seem to go unnoticed by others, symbolized by the days of the week communicating."
164,shelovesyou,She Loves You,Lennon McCartney,Lennon McCartney,1963,0,Beatlemania,1964-01-25,4.0,0.0,0.38799999999999996,0.7656666666666667,-7.291333333333333,0.05449999999999999,0.2946666666666667,0.0,0.2833333333333334,0.7646666666666667,103.02366666666667,155720.0,4.0,She loves you,"She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah, yeah  You think you lost your love, When I saw her yesterday. It's you she's thinking of And she told me what to say. She says she loves you And you know that can't be bad. Yes, she loves you And you know you should be glad. Ooh!  She said you hurt her so She almost lost her mind. She said to let you know You're not the hurting kind. She says she loves you And you know that can't be bad. Yes, she loves you And you know you should be glad. Ooh!  She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah And with a love like that You know you should be glad.  And now it's up to you, I think it's only fair, Pride can hurt you, too, Apologize to her Because she loves you And you know that can't be bad. Yes, she loves you And you know you should be glad. Ooh!  She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah And with a love like that You know you should be glad. With a love like that You know you should be glad. With a love like that,Â  You know you sho-o-ould Be Glad! Yeah, yeah, yeah.Â  Yeah, yeah, yeah Ye-ah. ",42.5,Past Masters,,Lennon,0,1,0,0,42,She Loves You,The Beatles,1964-01-25,12,1964-03-21,15,64.0,3,3,3,3,5,3.0,0.059,0.437,0.504,0.9993,0.02608325518667698,0.22481518983840942,0.7491015791893005,POSITIVE,0.9993464350700378,Positive,0,"The song is about a person who is being told by someone else that the person they love still loves them. They are advised to apologize to the person they love, because they still love them despite being hurt. The song encourages the person to be glad that they are loved and to take advantage of the love.","0.90, The lyrics convey a message about a woman who, despite earlier challenges in their relationship, reaffirms her love for the subject of the song. The song stresses how her love is not harmful, but instead should bring happiness. Furthermore, it highlights that pride might interfere with reconciling and there is advice to apologize, since her love is a good thing and he should appreciate it. With a love so strong, it emphasizes that the person should feel fortunate.",0.9,"The lyrics convey a message about a woman who, despite earlier challenges in their relationship, reaffirms her love for the subject of the song. The song stresses how her love is not harmful, but instead should bring happiness. Furthermore, it highlights that pride might interfere with reconciling and there is advice to apologize, since her love is a good thing and he should appreciate it. With a love so strong, it emphasizes that the person should feel fortunate."
