album,release_date,release_date_precision,name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Live At The BBC (Remastered),1994-11-30,day,"Soldier Of Love - Live At The BBC For ""Pop Go The Beatles"" / 16th July, 1963",1QnLZL2cCxNUCdWgo3AYR0,0.742,0.413,5,-11.965,1,0.04,0.319,2.62e-06,0.305,0.969,123.777,audio_features,1QnLZL2cCxNUCdWgo3AYR0,spotify:track:1QnLZL2cCxNUCdWgo3AYR0,https://api.spotify.com/v1/tracks/1QnLZL2cCxNUCdWgo3AYR0,https://api.spotify.com/v1/audio-analysis/1QnLZL2cCxNUCdWgo3AYR0,119120,4
Live At The BBC (Remastered),1994-11-30,day,"A Little Rhyme - Live At The BBC For ""Pop Go The Beatles"" / 16th July, 1963",3DNENIsGC1h2tXNfPlq62g,0.744,0.182,0,-21.994,0,0.954,0.82,0.0,0.276,0.88,115.387,audio_features,3DNENIsGC1h2tXNfPlq62g,spotify:track:3DNENIsGC1h2tXNfPlq62g,https://api.spotify.com/v1/tracks/3DNENIsGC1h2tXNfPlq62g,https://api.spotify.com/v1/audio-analysis/3DNENIsGC1h2tXNfPlq62g,25693,4
Live At The BBC (Remastered),1994-11-30,day,"Clarabella - Live At The BBC For ""Pop Go The Beatles"" / 16th July, 1963",569Uf7t8MiSwnHgjk1yrLF,0.521,0.63,7,-11.097,1,0.0729,0.61,0.0,0.597,0.883,132.094,audio_features,569Uf7t8MiSwnHgjk1yrLF,spotify:track:569Uf7t8MiSwnHgjk1yrLF,https://api.spotify.com/v1/tracks/569Uf7t8MiSwnHgjk1yrLF,https://api.spotify.com/v1/audio-analysis/569Uf7t8MiSwnHgjk1yrLF,159947,4
Live At The BBC (Remastered),1994-11-30,day,"I'm Gonna Sit Right Down And Cry (Over You) - Live At The BBC For ""Pop Go The Beatles"" / 6th August, 1963",4jqD06p0XjTw6K4QHo9xSO,0.639,0.651,0,-11.385,1,0.047,0.357,8.98e-06,0.0737,0.942,98.026,audio_features,4jqD06p0XjTw6K4QHo9xSO,spotify:track:4jqD06p0XjTw6K4QHo9xSO,https://api.spotify.com/v1/tracks/4jqD06p0XjTw6K4QHo9xSO,https://api.spotify.com/v1/audio-analysis/4jqD06p0XjTw6K4QHo9xSO,122000,4
Live At The BBC (Remastered),1994-11-30,day,"Crying, Waiting, Hoping - Live At The BBC For ""Pop Go The Beatles"" / 6th August, 1963",3L3fx4XnKCnZCaU3zQxBC2,0.647,0.312,9,-14.55,1,0.0358,0.689,0.0,0.1,0.895,133.613,audio_features,3L3fx4XnKCnZCaU3zQxBC2,spotify:track:3L3fx4XnKCnZCaU3zQxBC2,https://api.spotify.com/v1/tracks/3L3fx4XnKCnZCaU3zQxBC2,https://api.spotify.com/v1/audio-analysis/3L3fx4XnKCnZCaU3zQxBC2,131173,4
Live At The BBC (Remastered),1994-11-30,day,"Dear Wack! - Live At The BBC For ""Saturday Club"" / 24th August, 1963",2ZLo5iUk04ukDPjuLyTQXQ,0.626,0.15,7,-22.172,1,0.836,0.928,0.0,0.196,0.934,82.17,audio_features,2ZLo5iUk04ukDPjuLyTQXQ,spotify:track:2ZLo5iUk04ukDPjuLyTQXQ,https://api.spotify.com/v1/tracks/2ZLo5iUk04ukDPjuLyTQXQ,https://api.spotify.com/v1/audio-analysis/2ZLo5iUk04ukDPjuLyTQXQ,42653,3
Live At The BBC (Remastered),1994-11-30,day,"You Really Got A Hold On Me - Live At The BBC For ""Saturday Club"" / 24th August, 1963",0FOQrQzq84QWxLKTD9cF7u,0.649,0.294,9,-12.289,1,0.0322,0.721,0.0,0.0716,0.738,82.895,audio_features,0FOQrQzq84QWxLKTD9cF7u,spotify:track:0FOQrQzq84QWxLKTD9cF7u,https://api.spotify.com/v1/tracks/0FOQrQzq84QWxLKTD9cF7u,https://api.spotify.com/v1/audio-analysis/0FOQrQzq84QWxLKTD9cF7u,158227,4
Live At The BBC (Remastered),1994-11-30,day,"To Know Her Is To Love Her - Live At The BBC For ""Pop Go The Beatles"" / 6th August, 1963",3PzNwVdR8BNzKCBahvAYOm,0.45,0.34,4,-13.886,1,0.0336,0.777,0.0,0.22,0.456,101.253,audio_features,3PzNwVdR8BNzKCBahvAYOm,spotify:track:3PzNwVdR8BNzKCBahvAYOm,https://api.spotify.com/v1/tracks/3PzNwVdR8BNzKCBahvAYOm,https://api.spotify.com/v1/audio-analysis/3PzNwVdR8BNzKCBahvAYOm,170933,3
Live At The BBC (Remastered),1994-11-30,day,"A Taste Of Honey - Live At The BBC For ""Pop Go The Beatles"" / 23rd July, 1963",5veYBivZskq1KPEdaK6Wco,0.506,0.285,4,-12.723,1,0.0313,0.737,0.0,0.333,0.607,100.443,audio_features,5veYBivZskq1KPEdaK6Wco,spotify:track:5veYBivZskq1KPEdaK6Wco,https://api.spotify.com/v1/tracks/5veYBivZskq1KPEdaK6Wco,https://api.spotify.com/v1/audio-analysis/5veYBivZskq1KPEdaK6Wco,118693,3
Live At The BBC (Remastered),1994-11-30,day,"Long Tall Sally - Live At The BBC For ""Pop Go The Beatles"" / 13th August, 1963",6umlrYhBfLxECERl8CBk6p,0.593,0.666,7,-10.766,1,0.0485,0.267,0.000226,0.126,0.877,91.054,audio_features,6umlrYhBfLxECERl8CBk6p,spotify:track:6umlrYhBfLxECERl8CBk6p,https://api.spotify.com/v1/tracks/6umlrYhBfLxECERl8CBk6p,https://api.spotify.com/v1/audio-analysis/6umlrYhBfLxECERl8CBk6p,113973,4
Live At The BBC (Remastered),1994-11-30,day,"I Saw Her Standing There - Live At The BBC For ""Easy Beat"" / 20th October 1963",6Onh1jm8nv8N0sZuL8LNpT,0.459,0.735,4,-9.772,1,0.0384,0.232,0.0,0.943,0.938,164.869,audio_features,6Onh1jm8nv8N0sZuL8LNpT,spotify:track:6Onh1jm8nv8N0sZuL8LNpT,https://api.spotify.com/v1/tracks/6Onh1jm8nv8N0sZuL8LNpT,https://api.spotify.com/v1/audio-analysis/6Onh1jm8nv8N0sZuL8LNpT,155133,4
Live At The BBC (Remastered),1994-11-30,day,"The Honeymoon Song - Live At The BBC For ""Pop Go The Beatles"" / 6th August, 1963",4nN3sSVDpCqf3TW4tpDBAS,0.728,0.323,4,-14.612,1,0.0501,0.72,0.0,0.0794,0.799,134.904,audio_features,4nN3sSVDpCqf3TW4tpDBAS,spotify:track:4nN3sSVDpCqf3TW4tpDBAS,https://api.spotify.com/v1/tracks/4nN3sSVDpCqf3TW4tpDBAS,https://api.spotify.com/v1/audio-analysis/4nN3sSVDpCqf3TW4tpDBAS,99973,4
Live At The BBC (Remastered),1994-11-30,day,"Johnny B Goode - Live At The BBC For ""Saturday Club"" / 15th February, 1964",4QqUqY4ZcEsXELYQbnSy5u,0.492,0.737,9,-10.537,1,0.0442,0.0281,1.45e-05,0.239,0.961,152.231,audio_features,4QqUqY4ZcEsXELYQbnSy5u,spotify:track:4QqUqY4ZcEsXELYQbnSy5u,https://api.spotify.com/v1/tracks/4QqUqY4ZcEsXELYQbnSy5u,https://api.spotify.com/v1/audio-analysis/4QqUqY4ZcEsXELYQbnSy5u,171253,4
Live At The BBC (Remastered),1994-11-30,day,"Memphis, Tennessee - Live At The BBC For ""Pop Go The Beatles"" / 30th July, 1963",1GOR0CC1Wnz2nIs8KQVbIQ,0.77,0.411,8,-11.981,0,0.0447,0.613,0.00275,0.0875,0.538,97.793,audio_features,1GOR0CC1Wnz2nIs8KQVbIQ,spotify:track:1GOR0CC1Wnz2nIs8KQVbIQ,https://api.spotify.com/v1/tracks/1GOR0CC1Wnz2nIs8KQVbIQ,https://api.spotify.com/v1/audio-analysis/1GOR0CC1Wnz2nIs8KQVbIQ,135787,4
Live At The BBC (Remastered),1994-11-30,day,"Lucille - Live At The BBC For ""Saturday Club"" / 5th October, 1963",2s4VuwtM6GII3MI3AOjJal,0.629,0.651,5,-10.471,1,0.0306,0.397,0.0,0.293,0.97,142.527,audio_features,2s4VuwtM6GII3MI3AOjJal,spotify:track:2s4VuwtM6GII3MI3AOjJal,https://api.spotify.com/v1/tracks/2s4VuwtM6GII3MI3AOjJal,https://api.spotify.com/v1/audio-analysis/2s4VuwtM6GII3MI3AOjJal,110160,4
Live At The BBC (Remastered),1994-11-30,day,"Can't Buy Me Love - Live At The BBC For ""From Us To You Say The Beatles"" / 10th March, 1964",4yYuWe6Mvr9JJcvUGupd4s,0.531,0.597,0,-10.337,1,0.0342,0.316,0.0,0.451,0.946,173.251,audio_features,4yYuWe6Mvr9JJcvUGupd4s,spotify:track:4yYuWe6Mvr9JJcvUGupd4s,https://api.spotify.com/v1/tracks/4yYuWe6Mvr9JJcvUGupd4s,https://api.spotify.com/v1/audio-analysis/4yYuWe6Mvr9JJcvUGupd4s,127653,4
Live At The BBC (Remastered),1994-11-30,day,"From Fluff To You - Live At The BBC For ""From Us To You Say The Beatles"" / 10th March, 1964",2dbxhZa5Hy4Gm8KraRMoRM,0.719,0.0596,9,-25.112,0,0.904,0.753,6.58e-06,0.12,0.721,87.718,audio_features,2dbxhZa5Hy4Gm8KraRMoRM,spotify:track:2dbxhZa5Hy4Gm8KraRMoRM,https://api.spotify.com/v1/tracks/2dbxhZa5Hy4Gm8KraRMoRM,https://api.spotify.com/v1/audio-analysis/2dbxhZa5Hy4Gm8KraRMoRM,28067,4
Live At The BBC (Remastered),1994-11-30,day,"Till There Was You - Live At The BBC For ""From Us To You Say The Beatles"" / 10th March, 1964",2SxoyLEyWDrmOCojLtdmsO,0.571,0.329,5,-13.496,1,0.0362,0.616,1.82e-06,0.0876,0.571,120.101,audio_features,2SxoyLEyWDrmOCojLtdmsO,spotify:track:2SxoyLEyWDrmOCojLtdmsO,https://api.spotify.com/v1/tracks/2SxoyLEyWDrmOCojLtdmsO,https://api.spotify.com/v1/audio-analysis/2SxoyLEyWDrmOCojLtdmsO,137427,4
Live At The BBC (Remastered),1994-11-30,day,"Crinsk Dee Night - Live At The BBC For ""Top Gear"" / 16th July, 1964",4BguAGpH8UIqyFOHbbhBKn,0.678,0.11,2,-21.429,0,0.456,0.807,0.0,0.303,0.699,87.792,audio_features,4BguAGpH8UIqyFOHbbhBKn,spotify:track:4BguAGpH8UIqyFOHbbhBKn,https://api.spotify.com/v1/tracks/4BguAGpH8UIqyFOHbbhBKn,https://api.spotify.com/v1/audio-analysis/4BguAGpH8UIqyFOHbbhBKn,69413,5
Live At The BBC (Remastered),1994-11-30,day,"A Hard Day's Night - Live At The BBC For ""Top Gear"" / 16th July, 1964",10Pp5nEaoOtUpnfXKz1kAK,0.552,0.525,0,-11.16,1,0.0363,0.0179,0.0,0.147,0.796,139.302,audio_features,10Pp5nEaoOtUpnfXKz1kAK,spotify:track:10Pp5nEaoOtUpnfXKz1kAK,https://api.spotify.com/v1/tracks/10Pp5nEaoOtUpnfXKz1kAK,https://api.spotify.com/v1/audio-analysis/10Pp5nEaoOtUpnfXKz1kAK,163600,4
Live At The BBC (Remastered),1994-11-30,day,"Ringo? Yep! - Live At The BBC For ""From Us To You Say The Beatles"" / 30th March, 1964",7rNv06qGP8OwY49hw06V0p,0.0,0.0613,9,-22.937,1,0.0,0.318,0.0,0.317,0.0,0.0,audio_features,7rNv06qGP8OwY49hw06V0p,spotify:track:7rNv06qGP8OwY49hw06V0p,https://api.spotify.com/v1/tracks/7rNv06qGP8OwY49hw06V0p,https://api.spotify.com/v1/audio-analysis/7rNv06qGP8OwY49hw06V0p,13853,0
Live At The BBC (Remastered),1994-11-30,day,"I Wanna Be Your Man - Live At The BBC For ""From Us To You Say The Beatles"" / 30th March, 1964",60b4qWeB0L2qQTyRuuOPQs,0.435,0.818,11,-10.838,0,0.0825,0.436,8.99e-06,0.134,0.691,192.399,audio_features,60b4qWeB0L2qQTyRuuOPQs,spotify:track:60b4qWeB0L2qQTyRuuOPQs,https://api.spotify.com/v1/tracks/60b4qWeB0L2qQTyRuuOPQs,https://api.spotify.com/v1/audio-analysis/60b4qWeB0L2qQTyRuuOPQs,129880,4
Live At The BBC (Remastered),1994-11-30,day,"Just A Rumour - Live At The BBC For ""From Us To You Say The Beatles"" / 30th March, 1964",0F4Z1nLivaQjZNpkXBxh8c,0.737,0.0586,9,-27.456,0,0.918,0.589,0.0,0.392,0.923,119.715,audio_features,0F4Z1nLivaQjZNpkXBxh8c,spotify:track:0F4Z1nLivaQjZNpkXBxh8c,https://api.spotify.com/v1/tracks/0F4Z1nLivaQjZNpkXBxh8c,https://api.spotify.com/v1/audio-analysis/0F4Z1nLivaQjZNpkXBxh8c,20160,4
Live At The BBC (Remastered),1994-11-30,day,"Roll Over Beethoven - Live At The BBC For ""From Us To You Say The Beatles"" / 30th March, 1964",1Y57iWs9X7krJxQpuFLAjq,0.468,0.644,2,-11.269,1,0.0439,0.27,0.000156,0.185,0.966,169.778,audio_features,1Y57iWs9X7krJxQpuFLAjq,spotify:track:1Y57iWs9X7krJxQpuFLAjq,https://api.spotify.com/v1/tracks/1Y57iWs9X7krJxQpuFLAjq,https://api.spotify.com/v1/audio-analysis/1Y57iWs9X7krJxQpuFLAjq,136747,4
Live At The BBC (Remastered),1994-11-30,day,"All My Loving - Live At The BBC For ""From Us To You Say The Beatles"" / 30th March, 1964",6NRVOIv9P0hHiLPmJtuR5m,0.477,0.49,1,-10.884,0,0.0314,0.117,0.00462,0.316,0.882,76.349,audio_features,6NRVOIv9P0hHiLPmJtuR5m,spotify:track:6NRVOIv9P0hHiLPmJtuR5m,https://api.spotify.com/v1/tracks/6NRVOIv9P0hHiLPmJtuR5m,https://api.spotify.com/v1/audio-analysis/6NRVOIv9P0hHiLPmJtuR5m,126707,4
Live At The BBC (Remastered),1994-11-30,day,"Things We Said Today - Live At The BBC For ""Top Gear"" / 16th July, 1964",2nxQO7UEkzClntpdwLoyJP,0.649,0.488,5,-12.87,1,0.0341,0.267,0.0,0.0662,0.778,136.058,audio_features,2nxQO7UEkzClntpdwLoyJP,spotify:track:2nxQO7UEkzClntpdwLoyJP,https://api.spotify.com/v1/tracks/2nxQO7UEkzClntpdwLoyJP,https://api.spotify.com/v1/audio-analysis/2nxQO7UEkzClntpdwLoyJP,137840,4
Live At The BBC (Remastered),1994-11-30,day,"She's A Woman - Live At The BBC For ""Top Gear"" / 26th November, 1964",4ekQhyK6Kmi6uNGlxqW1ec,0.76,0.378,9,-13.018,1,0.0402,0.138,0.00016,0.0671,0.907,87.182,audio_features,4ekQhyK6Kmi6uNGlxqW1ec,spotify:track:4ekQhyK6Kmi6uNGlxqW1ec,https://api.spotify.com/v1/tracks/4ekQhyK6Kmi6uNGlxqW1ec,https://api.spotify.com/v1/audio-analysis/4ekQhyK6Kmi6uNGlxqW1ec,198867,4
Live At The BBC (Remastered),1994-11-30,day,"Sweet Little Sixteen - Live At The BBC For ""Pop Go The Beatles"" / 23rd July, 1963",2x1GxtalXb3xo13T76UFxz,0.491,0.637,4,-10.923,1,0.0437,0.403,0.0,0.071,0.975,169.477,audio_features,2x1GxtalXb3xo13T76UFxz,spotify:track:2x1GxtalXb3xo13T76UFxz,https://api.spotify.com/v1/tracks/2x1GxtalXb3xo13T76UFxz,https://api.spotify.com/v1/audio-analysis/2x1GxtalXb3xo13T76UFxz,141467,4
Live At The BBC (Remastered),1994-11-30,day,"1822! - Live At The BBC For ""Pop Go The Beatles"" / 23rd July, 1963",3MksxREMIslA65ZsIZHqzH,0.0,0.0923,8,-20.653,1,0.0,0.953,0.0,0.155,0.0,0.0,audio_features,3MksxREMIslA65ZsIZHqzH,spotify:track:3MksxREMIslA65ZsIZHqzH,https://api.spotify.com/v1/tracks/3MksxREMIslA65ZsIZHqzH,https://api.spotify.com/v1/audio-analysis/3MksxREMIslA65ZsIZHqzH,10360,0
Live At The BBC (Remastered),1994-11-30,day,"Lonesome Tears In My Eyes - Live At The BBC For ""Pop Go The Beatles"" / 23rd July, 1963",1wSZ0SwBymmDV96CtlGl9o,0.579,0.481,4,-12.618,1,0.0398,0.46,0.0459,0.0741,0.963,161.701,audio_features,1wSZ0SwBymmDV96CtlGl9o,spotify:track:1wSZ0SwBymmDV96CtlGl9o,https://api.spotify.com/v1/tracks/1wSZ0SwBymmDV96CtlGl9o,https://api.spotify.com/v1/audio-analysis/1wSZ0SwBymmDV96CtlGl9o,156160,4
Live At The BBC (Remastered),1994-11-30,day,"Nothin' Shakin' - Live At The BBC For ""Pop Go The Beatles"" / 23rd July, 1963",5YrqrCg9WqPyhvIGlpaOst,0.761,0.614,9,-11.97,1,0.0374,0.52,0.0,0.179,0.979,117.032,audio_features,5YrqrCg9WqPyhvIGlpaOst,spotify:track:5YrqrCg9WqPyhvIGlpaOst,https://api.spotify.com/v1/tracks/5YrqrCg9WqPyhvIGlpaOst,https://api.spotify.com/v1/audio-analysis/5YrqrCg9WqPyhvIGlpaOst,179880,4
Live At The BBC (Remastered),1994-11-30,day,"The Hippy Hippy Shake - Live At The BBC For ""Pop Go The Beatles"" / 30th July, 1963",1j8M18rzGenrxvrbHNp8Aj,0.541,0.6,2,-11.599,1,0.0311,0.504,0.0,0.238,0.958,133.737,audio_features,1j8M18rzGenrxvrbHNp8Aj,spotify:track:1j8M18rzGenrxvrbHNp8Aj,https://api.spotify.com/v1/tracks/1j8M18rzGenrxvrbHNp8Aj,https://api.spotify.com/v1/audio-analysis/1j8M18rzGenrxvrbHNp8Aj,110307,4
Live At The BBC (Remastered),1994-11-30,day,"Glad All Over - Live At The BBC For ""Pop Go The Beatles"" / 20th August, 1963",4a75E2Hcz8gQWnEAoK2WBR,0.604,0.617,9,-11.213,1,0.0346,0.583,0.0,0.454,0.913,92.458,audio_features,4a75E2Hcz8gQWnEAoK2WBR,spotify:track:4a75E2Hcz8gQWnEAoK2WBR,https://api.spotify.com/v1/tracks/4a75E2Hcz8gQWnEAoK2WBR,https://api.spotify.com/v1/audio-analysis/4a75E2Hcz8gQWnEAoK2WBR,112813,4
Live At The BBC (Remastered),1994-11-30,day,"I Just Don't Understand - Live At The BBC For ""Pop Go The Beatles"" / 20th August, 1963",0lURiNHmeSMdiOtJmHWpOD,0.586,0.459,9,-13.6,1,0.0322,0.664,0.000125,0.0693,0.857,140.368,audio_features,0lURiNHmeSMdiOtJmHWpOD,spotify:track:0lURiNHmeSMdiOtJmHWpOD,https://api.spotify.com/v1/tracks/0lURiNHmeSMdiOtJmHWpOD,https://api.spotify.com/v1/audio-analysis/0lURiNHmeSMdiOtJmHWpOD,167653,3
Live At The BBC (Remastered),1994-11-30,day,"So How Come (No One Loves Me) - Live At The BBC For ""Pop Go The Beatles"" / 23rd July, 1963",6tVFuB5HzRLUlLOSgT3enU,0.494,0.653,7,-11.741,1,0.0327,0.26,0.0,0.0459,0.965,140.473,audio_features,6tVFuB5HzRLUlLOSgT3enU,spotify:track:6tVFuB5HzRLUlLOSgT3enU,https://api.spotify.com/v1/tracks/6tVFuB5HzRLUlLOSgT3enU,https://api.spotify.com/v1/audio-analysis/6tVFuB5HzRLUlLOSgT3enU,115373,4
Live At The BBC (Remastered),1994-11-30,day,"I Feel Fine - Live At The BBC For ""Top Gear"" / 26th November, 1964",3QPv4VkwwVr0xqwZ0Ulsfz,0.6,0.627,7,-11.873,1,0.0345,0.168,2.19e-06,0.195,0.717,89.837,audio_features,3QPv4VkwwVr0xqwZ0Ulsfz,spotify:track:3QPv4VkwwVr0xqwZ0Ulsfz,https://api.spotify.com/v1/tracks/3QPv4VkwwVr0xqwZ0Ulsfz,https://api.spotify.com/v1/audio-analysis/3QPv4VkwwVr0xqwZ0Ulsfz,135813,4
Live At The BBC (Remastered),1994-11-30,day,"I'm A Loser - Live At The BBC For ""Top Gear"" / 26th November, 1964",5tX2U6sBmld4KCMuuVuaW6,0.564,0.421,7,-12.843,1,0.029,0.00721,1.88e-06,0.0956,0.87,90.253,audio_features,5tX2U6sBmld4KCMuuVuaW6,spotify:track:5tX2U6sBmld4KCMuuVuaW6,https://api.spotify.com/v1/tracks/5tX2U6sBmld4KCMuuVuaW6,https://api.spotify.com/v1/audio-analysis/5tX2U6sBmld4KCMuuVuaW6,152667,4
Live At The BBC (Remastered),1994-11-30,day,"Everybody's Trying To Be My Baby - Live At The BBC For ""Top Gear"" / 26th November, 1964",3a41caYOJUePimub0OPYFi,0.432,0.576,9,-11.604,1,0.0388,0.151,0.0,0.082,0.802,169.698,audio_features,3a41caYOJUePimub0OPYFi,spotify:track:3a41caYOJUePimub0OPYFi,https://api.spotify.com/v1/tracks/3a41caYOJUePimub0OPYFi,https://api.spotify.com/v1/audio-analysis/3a41caYOJUePimub0OPYFi,142653,4
Live At The BBC (Remastered),1994-11-30,day,"Rock and Roll Music - Live At The BBC For ""Saturday Club"" / 26th December, 1964",3mfmNGGUfyFCodOCBrOYDQ,0.504,0.777,9,-10.511,1,0.0413,0.638,0.0,0.22,0.963,161.513,audio_features,3mfmNGGUfyFCodOCBrOYDQ,spotify:track:3mfmNGGUfyFCodOCBrOYDQ,https://api.spotify.com/v1/tracks/3mfmNGGUfyFCodOCBrOYDQ,https://api.spotify.com/v1/audio-analysis/3mfmNGGUfyFCodOCBrOYDQ,122120,4
Live At The BBC (Remastered),1994-11-30,day,"Ticket To Ride - Live At The BBC For ""The Beatles Invite You To Take A Ticket To Ride"" / 7th June, 1965",7b9lvYjHp2vhh4HnXIWmi5,0.592,0.641,9,-11.792,1,0.0686,0.0155,3.75e-06,0.147,0.638,121.637,audio_features,7b9lvYjHp2vhh4HnXIWmi5,spotify:track:7b9lvYjHp2vhh4HnXIWmi5,https://api.spotify.com/v1/tracks/7b9lvYjHp2vhh4HnXIWmi5,https://api.spotify.com/v1/audio-analysis/7b9lvYjHp2vhh4HnXIWmi5,179027,4
Live At The BBC (Remastered),1994-11-30,day,"Dizzy Miss Lizzy - Live At The BBC For ""The Beatles Invite You To Take A Ticket To Ride"" / 7th June, 1965",5iWQo9qcn9Kt8NDHgAlZZR,0.557,0.677,9,-9.491,1,0.0338,0.067,0.000258,0.0787,0.966,142.831,audio_features,5iWQo9qcn9Kt8NDHgAlZZR,spotify:track:5iWQo9qcn9Kt8NDHgAlZZR,https://api.spotify.com/v1/tracks/5iWQo9qcn9Kt8NDHgAlZZR,https://api.spotify.com/v1/audio-analysis/5iWQo9qcn9Kt8NDHgAlZZR,163907,4
Live At The BBC (Remastered),1994-11-30,day,"Kansas City / Hey-Hey-Hey-Hey! - Live At The BBC For ""Pop Go The Beatles"" / 6th August, 1963",02gt1P1ve6XgMMqVzG5YQ3,0.649,0.8,7,-9.075,1,0.0446,0.433,6.03e-06,0.214,0.891,134.815,audio_features,02gt1P1ve6XgMMqVzG5YQ3,spotify:track:02gt1P1ve6XgMMqVzG5YQ3,https://api.spotify.com/v1/tracks/02gt1P1ve6XgMMqVzG5YQ3,https://api.spotify.com/v1/audio-analysis/02gt1P1ve6XgMMqVzG5YQ3,159347,4
Live At The BBC (Remastered),1994-11-30,day,"Set Fire To That Lot! - Live At The BBC For ""Pop Go The Beatles"" / 30th July, 1963",04KT9dmlCzTj7Ps2HnFXSS,0.687,0.285,3,-17.184,0,0.945,0.936,0.0,0.566,0.967,141.016,audio_features,04KT9dmlCzTj7Ps2HnFXSS,spotify:track:04KT9dmlCzTj7Ps2HnFXSS,https://api.spotify.com/v1/tracks/04KT9dmlCzTj7Ps2HnFXSS,https://api.spotify.com/v1/audio-analysis/04KT9dmlCzTj7Ps2HnFXSS,27867,1
Live At The BBC (Remastered),1994-11-30,day,"Matchbox - Live At The BBC For ""Pop Go The Beatles"" / 30th July, 1963",4c9znkquod4z9hRIyppDM9,0.341,0.888,9,-11.816,0,0.0416,0.76,4.51e-06,0.305,0.809,156.441,audio_features,4c9znkquod4z9hRIyppDM9,spotify:track:4c9znkquod4z9hRIyppDM9,https://api.spotify.com/v1/tracks/4c9znkquod4z9hRIyppDM9,https://api.spotify.com/v1/audio-analysis/4c9znkquod4z9hRIyppDM9,118307,4
Live At The BBC (Remastered),1994-11-30,day,"I Forgot To Remember To Forget - Live At The BBC For ""From Us To You Say The Beatles"" / 18th May, 1964",7wJQXHwL3oOllX9iFFg3wJ,0.549,0.431,4,-12.604,1,0.0304,0.611,0.0274,0.352,0.873,129.975,audio_features,7wJQXHwL3oOllX9iFFg3wJ,spotify:track:7wJQXHwL3oOllX9iFFg3wJ,https://api.spotify.com/v1/tracks/7wJQXHwL3oOllX9iFFg3wJ,https://api.spotify.com/v1/audio-analysis/7wJQXHwL3oOllX9iFFg3wJ,126307,4
Live At The BBC (Remastered),1994-11-30,day,"Love These Goon Shows! - Live At The BBC For ""Pop Go The Beatles"" / 11th June, 1963",6k6M0rDw4bbSzVZR5o7B54,0.468,0.265,8,-25.055,1,0.885,0.977,0.0,0.419,0.71,177.228,audio_features,6k6M0rDw4bbSzVZR5o7B54,spotify:track:6k6M0rDw4bbSzVZR5o7B54,https://api.spotify.com/v1/tracks/6k6M0rDw4bbSzVZR5o7B54,https://api.spotify.com/v1/audio-analysis/6k6M0rDw4bbSzVZR5o7B54,27733,4
Live At The BBC (Remastered),1994-11-30,day,"I Got To Find My Baby - Live At The BBC For ""Pop Go The Beatles"" / 11th June, 1963",0MbM0vhV3WHEaIBzFezBbJ,0.413,0.577,7,-13.116,1,0.0354,0.163,8.79e-06,0.285,0.876,66.045,audio_features,0MbM0vhV3WHEaIBzFezBbJ,spotify:track:0MbM0vhV3WHEaIBzFezBbJ,https://api.spotify.com/v1/tracks/0MbM0vhV3WHEaIBzFezBbJ,https://api.spotify.com/v1/audio-analysis/0MbM0vhV3WHEaIBzFezBbJ,117933,4
Live At The BBC (Remastered),1994-11-30,day,"Ooh! My Soul - Live At The BBC For ""Pop Go The Beatles"" / 27th August, 1963",76ncj5k8RGPo49wEyDzrb7,0.576,0.89,4,-10.231,1,0.0484,0.571,3.18e-05,0.848,0.653,96.721,audio_features,76ncj5k8RGPo49wEyDzrb7,spotify:track:76ncj5k8RGPo49wEyDzrb7,https://api.spotify.com/v1/tracks/76ncj5k8RGPo49wEyDzrb7,https://api.spotify.com/v1/audio-analysis/76ncj5k8RGPo49wEyDzrb7,97693,4
Live At The BBC (Remastered),1994-11-30,day,"Ooh! My Arms - Live At The BBC For ""Pop Go The Beatles"" / 27th August, 1963",4P7qumTA0KC9yECDlQ4xnq,0.754,0.136,6,-20.201,1,0.872,0.931,0.0,0.228,0.743,109.249,audio_features,4P7qumTA0KC9yECDlQ4xnq,spotify:track:4P7qumTA0KC9yECDlQ4xnq,https://api.spotify.com/v1/tracks/4P7qumTA0KC9yECDlQ4xnq,https://api.spotify.com/v1/audio-analysis/4P7qumTA0KC9yECDlQ4xnq,35933,4
Live At The BBC (Remastered),1994-11-30,day,"Don't Ever Change - Live At The BBC For ""Pop Go The Beatles"" / 27th August, 1963",28FjGYrChzX3TwBcgGVqT6,0.561,0.462,4,-13.931,1,0.0386,0.795,0.0,0.134,0.864,136.735,audio_features,28FjGYrChzX3TwBcgGVqT6,spotify:track:28FjGYrChzX3TwBcgGVqT6,https://api.spotify.com/v1/tracks/28FjGYrChzX3TwBcgGVqT6,https://api.spotify.com/v1/audio-analysis/28FjGYrChzX3TwBcgGVqT6,125107,4
Live At The BBC (Remastered),1994-11-30,day,"Slow Down - Live At The BBC For ""Pop Go The Beatles"" / 20th August, 1963",1uZrVKf1USthibXjbJ25Yl,0.543,0.711,0,-13.087,1,0.0343,0.543,5.73e-06,0.273,0.958,92.069,audio_features,1uZrVKf1USthibXjbJ25Yl,spotify:track:1uZrVKf1USthibXjbJ25Yl,https://api.spotify.com/v1/tracks/1uZrVKf1USthibXjbJ25Yl,https://api.spotify.com/v1/audio-analysis/1uZrVKf1USthibXjbJ25Yl,157707,4
